name,source,discovery_query,repo_url,kept,decision,status,score,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,last_checked
baitianyu-kun/texstudio-harmony,GitHub repo search,"""Qt for HarmonyOS""",https://github.com/baitianyu-kun/texstudio-harmony,False,filtered: score below 40,buildable,25,MIT,"Full-featured LaTeX editor for OpenHarmony devices, powered by TeXstudio, Poppler & TeX Live.","ArkTS, Qt, C++, Shell","DevEco, hvigor, ArkTS, Stage Model, Qt for HarmonyOS, cmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, Qt for HarmonyOS, cmake, npm; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/baitianyu-kun/texstudio-harmony; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
lzh-xdu/qtforoh_installer,GitHub repo search,"""Qt for HarmonyOS""",https://github.com/lzh-xdu/qtforoh_installer,True,kept,buildable,40,MIT,鸿蒙版本的QtSDK一键安装器,"Qt, Python","DevEco, Qt for HarmonyOS",,"发现鸿蒙相关构建/工程线索: DevEco, Qt for HarmonyOS; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/lzh-xdu/qtforoh_installer; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
LINGJOY-Jason/synthorbis-uni,GitHub repo search,"""Qt for OpenHarmony""",https://github.com/LINGJOY-Jason/synthorbis-uni,False,filtered: score below 40,buildable,20,License 不明确,??? AI ????? - SynthOrbis UNI,"ArkTS, Qt, C++","ArkTS, Qt for HarmonyOS, cmake",,"发现鸿蒙相关构建/工程线索: ArkTS, Qt for HarmonyOS, cmake; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/LINGJOY-Jason/synthorbis-uni; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
liys-online/qt,GitHub repo search,"""Qt for OpenHarmony""",https://github.com/liys-online/qt,False,filtered: score below 40,buildable,25,Apache-2.0,,"Qt, C++","Qt for HarmonyOS, qmake, cmake",,"发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, qmake, cmake; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/liys-online/qt; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
liys-online/qt4oh-studio,GitHub repo search,"""Qt for OpenHarmony""",https://github.com/liys-online/qt4oh-studio,False,filtered: score below 40,buildable,35,License 不明确,,"Qt, Electron, HAP, TypeScript","Qt for HarmonyOS, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: Qt for HarmonyOS, npm; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/liys-online/qt4oh-studio; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
liys-online/build-qt,GitHub repo search,"""Qt for OpenHarmony""",https://github.com/liys-online/build-qt,False,filtered: score below 40,buildable,25,GPL-3.0,,"Qt, Python",Qt for HarmonyOS,,发现鸿蒙相关构建/工程线索: Qt for HarmonyOS; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明,公开源码仓库: https://github.com/liys-online/build-qt; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
henan121212/electron_harmony,GitHub repo search,"""Electron for HarmonyOS""",https://github.com/henan121212/electron_harmony,False,filtered: score below 40,buildable,30,License 不明确,electron for harmony,"ArkTS, Electron, C++, JavaScript","DevEco, hvigor, ArkTS, Stage Model, Electron for HarmonyOS, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, Electron for HarmonyOS, npm; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明",公开源码仓库: https://github.com/henan121212/electron_harmony; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
erosTeam/NextE,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/erosTeam/NextE,True,kept,buildable,40,MIT,,"ArkTS, WebView, HAP, JavaScript","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/erosTeam/NextE; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/erosTeam/NextE/releases/tag/v1.1.1,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
liyan-lucky/ComicReader_HarmonyOS,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/liyan-lucky/ComicReader_HarmonyOS,True,kept,buildable,55,Other,,"ArkTS, WebView, HAP, JavaScript","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/liyan-lucky/ComicReader_HarmonyOS; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
Einswen/SmartHome,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/Einswen/SmartHome,False,filtered: score below 40,buildable,5,License 不明确,SmartHome 是一个基于 HarmonyOS / ArkTS 的智能家居中控项目。它把首页做成了带空间感的 2.5D 房间视图，让用户先“看到家”，再直接操作家里的设备、场景和自动化。,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Einswen/SmartHome; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
Deslord319/security_tool,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/Deslord319/security_tool,True,kept,buildable,45,License 不明确,ho-security-tool,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Deslord319/security_tool; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
SuoLongGe/MoodWalls,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/SuoLongGe/MoodWalls,False,filtered: score below 40,buildable,30,License 不明确,鸿蒙应用软件——校园心墙,"ArkTS, HAP, Java","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/SuoLongGe/MoodWalls; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
EleRum/NoHarmonyPlz,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/EleRum/NoHarmonyPlz,False,filtered: score below 40,buildable,35,License 不明确,,"ArkTS, WebView, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/EleRum/NoHarmonyPlz; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
baishengye/OpenDingDing,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/baishengye/OpenDingDing,True,kept,buildable,45,License 不明确,,"ArkTS, Qt, C++, Go, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/baishengye/OpenDingDing; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
xujingbao/ruoyi-ai-quick-starter,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/xujingbao/ruoyi-ai-quick-starter,True,kept,buildable,65,MIT,AI 快速开发框架，前后端统一仓库实现全栈开发，集成 AI 原生组件和规范驱动开发方法，支持 Web 和移动端多端部署，可快速生成模块完整代码，助力快速搭建多端的企业级管理系统。,"ArkTS, Qt, WebView, Java","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",Release,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/xujingbao/ruoyi-ai-quick-starter; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/xujingbao/ruoyi-ai-quick-starter/releases/tag/v5.3.3,缺少明确 PC 运行证据,2026-06-30
liyan-lucky/rustdesk_harmonyos,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/liyan-lucky/rustdesk_harmonyos,True,kept,buildable,50,Other,使用官方源码桥接生成的鸿蒙app，个人安装需要侧载安装，功能在逐步完善，目前只能测试用,"ArkTS, C++, Rust, Flutter, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, cmake, npm, cargo","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm, cargo",公开源码仓库: https://github.com/liyan-lucky/rustdesk_harmonyos; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/liyan-lucky/rustdesk_harmonyos/releases/tag/OpenRustdesk-Build-v0.33.16,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
apap6628114/nga_oh,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/apap6628114/nga_oh,True,kept,buildable,50,GPL-2.0,Harmony鸿蒙原生开源NGA,"ArkTS, WebView, HAP, Shell","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/apap6628114/nga_oh; LICENSE: GPL-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
OSSD-Course-SYSU-2/click_bubble-25307227-Lab2,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/OSSD-Course-SYSU-2/click_bubble-25307227-Lab2,True,kept,buildable,40,MIT,这个是一个戳泡泡的解压小游戏 作者：钟岱桓,"ArkTS, HAP, PowerShell","DevEco, hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/OSSD-Course-SYSU-2/click_bubble-25307227-Lab2; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,2026-06-30
popsiclelmlm/Hey,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/popsiclelmlm/Hey,True,kept,buildable,55,GPL-3.0,HarmonyOS NEXT 原生代理客户端 · native Xray & sing-box · vmess/vless/trojan/ss/hysteria2 · 鸿蒙 v2rayNG 替代,"ArkTS, C++, Go, HAP","DevEco, hvigor, ArkTS, Stage Model, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/popsiclelmlm/Hey; LICENSE: GPL-3.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/popsiclelmlm/Hey/releases/tag/v1.3.2,缺少明确 PC 运行证据,2026-06-30
OSSD-Course-SYSU-2/caloric-intake,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/OSSD-Course-SYSU-2/caloric-intake,False,filtered: missing HarmonyOS PC executable/build evidence,,20,License 不明确,,"ArkTS, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/OSSD-Course-SYSU-2/caloric-intake; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
huajianju/execute-harmony-ui-unit-test,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/huajianju/execute-harmony-ui-unit-test,False,filtered: score below 40,buildable,20,License 不明确,,"ArkTS, HAP, Shell","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/huajianju/execute-harmony-ui-unit-test; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
EmadowKy/pureyes-harmony,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/EmadowKy/pureyes-harmony,False,filtered: score below 40,buildable,30,License 不明确,,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/EmadowKy/pureyes-harmony; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
PigBomber/fold-control-tool,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/PigBomber/fold-control-tool,False,filtered: missing HarmonyOS PC executable/build evidence,,20,License 不明确,,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS",公开源码仓库: https://github.com/PigBomber/fold-control-tool; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
BGhost233/PackCheck,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/BGhost233/PackCheck,False,filtered: score below 40,buildable,30,License 不明确,鸿蒙原生旅行规划&装备管理 App,"ArkTS, Flutter, Python","DevEco, hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/BGhost233/PackCheck; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
xiasi0/ha-companion-harmonyos,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/xiasi0/ha-companion-harmonyos,True,kept,buildable,40,Apache-2.0,,"ArkTS, WebView, HAP, PowerShell","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/xiasi0/ha-companion-harmonyos; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/xiasi0/ha-companion-harmonyos/releases/tag/v1.2.0,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
DevecoStudio/CampusAssistant,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/DevecoStudio/CampusAssistant,False,filtered: missing HarmonyOS PC executable/build evidence,,20,License 不明确,校园助手 HarmonyOS 元服务,"ArkTS, JavaScript","DevEco, hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/DevecoStudio/CampusAssistant; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
sumce/deveco-code,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/sumce/deveco-code,False,filtered: score below 40,buildable,35,MIT,,"ArkTS, Qt, Electron, C++, Rust, Flutter, WebView, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/sumce/deveco-code; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,2026-06-30
Rainlinbell/RainMusic,GitHub repo search,HarmonyOS DevEco hvigor,https://github.com/Rainlinbell/RainMusic,False,filtered: missing HarmonyOS PC executable/build evidence,,20,License 不明确,,"ArkTS, Qt, HAP, Kotlin","DevEco, hvigor, ArkTS, Stage Model, qmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/Rainlinbell/RainMusic; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,2026-06-30
